"Date","Price","Open","High","Low","Vol.","Change %"
"03-05-2024","73,878.15","75,017.82","75,095.18","73,467.73","15.62M","-0.98%"
"02-05-2024","74,611.11","74,391.73","74,812.43","74,360.69","18.43M","0.17%"
"30-04-2024","74,482.78","74,800.89","75,111.39","74,346.40","8.45M","-0.25%"
"29-04-2024","74,671.28","73,982.75","74,721.15","73,922.34","9.91M","1.28%"
"26-04-2024","73,730.16","74,509.31","74,515.91","73,616.65","13.70M","-0.82%"
"25-04-2024","74,339.44","73,572.34","74,571.25","73,556.15","11.85M","0.66%"
"24-04-2024","73,852.94","73,957.57","74,121.61","73,788.61","6.58M","0.16%"
"23-04-2024","73,738.45","74,048.94","74,059.89","73,688.31","6.43M","0.12%"
"22-04-2024","73,648.62","73,666.51","73,767.80","73,227.32","11.05M","0.77%"
"19-04-2024","73,088.33","71,999.65","73,210.17","71,816.46","16.20M","0.83%"
"18-04-2024","72,488.99","73,183.10","73,473.05","72,365.67","12.41M","-0.62%"
"16-04-2024","72,943.68","72,892.14","73,135.43","72,685.03","9.17M","-0.62%"
"15-04-2024","73,399.78","73,315.16","73,905.80","73,315.16","12.81M","-1.14%"
"12-04-2024","74,244.90","74,889.64","74,951.88","74,189.31","15.65M","-1.06%"
"10-04-2024","75,038.15","74,953.96","75,105.14","74,807.55","7.08M","0.47%"
"09-04-2024","74,683.70","75,124.28","75,124.28","74,603.37","40.99M","-0.08%"
"08-04-2024","74,742.50","74,555.44","74,869.30","74,410.07","8.30M","0.67%"
"05-04-2024","74,248.22","74,287.02","74,361.11","73,946.92","11.30M","0.03%"
"04-04-2024","74,227.63","74,413.82","74,501.73","73,485.12","10.74M","0.47%"
"03-04-2024","73,876.82","73,757.23","74,151.21","73,540.27","7.93M","-0.04%"
"02-04-2024","73,903.91","74,022.30","74,099.78","73,743.77","6.25M","-0.15%"
"01-04-2024","74,014.55","73,968.62","74,254.62","73,909.39","13.09M","0.49%"
"28-03-2024","73,651.35","73,149.34","74,190.31","73,120.33","14.88M","0.90%"
"27-03-2024","72,996.31","72,692.16","73,138.73","72,600.73","9.38M","0.73%"
"26-03-2024","72,470.30","72,396.97","72,705.29","72,363.03","30.62M","-0.50%"
"22-03-2024","72,831.94","72,231.66","73,115.62","72,172.09","26.08M","0.26%"
"21-03-2024","72,641.19","72,507.36","72,882.46","72,416.03","12.94M","0.75%"
"20-03-2024","72,101.69","72,036.86","72,402.67","71,674.42","8.28M","0.12%"
"19-03-2024","72,012.05","72,462.94","72,490.09","71,933.35","38.39M","-1.01%"
"18-03-2024","72,748.42","72,587.30","72,985.89","72,314.16","11.02M","0.14%"
"15-03-2024","72,643.43","72,886.77","72,998.07","72,484.82","22.32M","-0.62%"
"14-03-2024","73,097.28","72,570.10","73,364.30","72,497.19","9.99M","0.46%"
"13-03-2024","72,761.89","73,993.40","74,052.75","72,515.71","452.05M","-1.23%"
"12-03-2024","73,667.96","73,516.42","74,004.16","73,342.12","9.63M","0.22%"
