"Date","Price","Open","High","Low","Vol.","Change %"
"10-03-2022","55,464.39","56,242.47","56,242.47","54,982.82","9.82M","1.50%"
"09-03-2022","54,647.33","53,793.99","54,893.73","53,367.52","14.06M","2.29%"
"08-03-2022","53,424.09","52,430.06","53,484.26","52,260.82","16.28M","1.10%"
"07-03-2022","52,842.75","53,172.51","53,203.87","52,367.10","17.11M","-2.74%"
"04-03-2022","54,333.81","54,653.59","55,013.27","53,887.72","10.99M","-1.40%"
"03-03-2022","55,102.68","55,921.44","55,996.62","54,931.48","9.91M","-0.66%"
"02-03-2022","55,468.90","55,629.30","55,755.09","55,020.10","12.44M","-1.38%"
"28-02-2022","56,247.28","55,329.46","56,324.54","54,833.50","7.73M","0.70%"
"25-02-2022","55,858.52","55,321.72","56,183.70","55,299.28","9.87M","2.44%"
"24-02-2022","54,529.91","55,418.45","55,996.09","54,383.20","15.60M","-4.72%"
"23-02-2022","57,232.06","57,632.94","57,733.37","57,109.24","6.19M","-0.12%"
"22-02-2022","57,300.68","56,438.64","57,505.85","56,394.85","14.14M","-0.66%"
"21-02-2022","57,683.59","57,551.65","58,141.96","57,167.02","6.63M","-0.26%"
"18-02-2022","57,832.97","57,488.39","58,175.35","57,488.39","9.83M","-0.10%"
"17-02-2022","57,892.01","58,217.69","58,346.00","57,635.43","6.44M","-0.18%"
"16-02-2022","57,996.68","58,310.68","58,569.22","57,780.28","7.29M","-0.25%"
"15-02-2022","58,142.05","56,731.56","58,211.38","56,438.47","9.96M","3.08%"
"14-02-2022","56,405.84","56,720.32","57,191.91","56,295.70","8.34M","-3.00%"
"11-02-2022","58,152.92","58,447.15","58,447.15","57,914.10","5.71M","-1.31%"
"10-02-2022","58,926.03","58,810.53","59,060.24","58,332.28","6.68M","0.79%"
"09-02-2022","58,465.97","58,163.01","58,507.61","58,105.18","5.88M","1.14%"
"08-02-2022","57,808.58","57,799.67","57,925.82","57,058.77","8.91M","0.33%"
"07-02-2022","57,621.19","58,549.67","58,707.76","57,299.05","11.54M","-1.75%"
"04-02-2022","58,644.82","58,918.65","58,943.62","58,446.95","7.27M","-0.24%"
"03-02-2022","58,788.02","59,528.16","59,557.87","58,653.94","7.08M","-1.29%"
"02-02-2022","59,558.33","59,293.44","59,618.51","59,193.05","8.55M","1.18%"
"01-02-2022","58,862.57","58,672.86","59,032.20","57,737.66","13.96M","1.46%"
"31-01-2022","58,014.17","57,845.91","58,257.63","57,746.15","7.37M","1.42%"
"28-01-2022","57,200.23","57,795.11","58,084.33","57,119.28","13.02M","-0.13%"
"27-01-2022","57,276.94","57,317.38","57,508.61","56,439.36","10.28M","-1.00%"
"25-01-2022","57,858.15","57,158.63","57,966.93","56,409.63","10.44M","0.64%"
"24-01-2022","57,491.51","59,023.97","59,023.97","56,984.01","10.79M","-2.62%"
"21-01-2022","59,037.18","59,039.37","59,329.63","58,620.93","7.60M","-0.72%"
"20-01-2022","59,464.62","60,045.48","60,045.48","59,068.31","11.80M","-1.06%"
"19-01-2022","60,098.82","60,845.59","60,870.17","59,949.22","6.96M","-1.08%"
"18-01-2022","60,754.86","61,430.77","61,475.15","60,662.57","12.46M","-0.90%"
"17-01-2022","61,308.91","61,219.64","61,385.48","61,107.60","7.62M","0.14%"
"14-01-2022","61,223.03","61,040.32","61,324.59","60,757.03","6.94M","-0.02%"
"13-01-2022","61,235.30","61,259.99","61,348.57","60,949.81","9.33M","0.14%"
"12-01-2022","61,150.04","61,014.37","61,218.19","60,850.93","6.25M","0.88%"
"11-01-2022","60,616.89","60,342.70","60,689.25","60,281.52","6.45M","0.37%"
"10-01-2022","60,395.63","60,070.39","60,427.36","59,987.18","7.57M","1.09%"
"07-01-2022","59,744.65","59,776.10","60,130.18","59,401.44","8.30M","0.24%"
"06-01-2022","59,601.84","59,731.75","59,781.86","59,290.58","6.02M","-1.03%"
"05-01-2022","60,223.15","59,921.98","60,332.72","59,661.38","8.61M","0.61%"
"04-01-2022","59,855.93","59,343.79","59,937.33","59,084.40","9.11M","1.14%"
"03-01-2022","59,183.22","58,310.09","59,266.39","58,306.45","8.20M","1.60%"
"31-12-2021","58,253.82","57,849.76","58,409.30","57,846.52","7.00M","0.80%"
"30-12-2021","57,794.32","57,755.40","58,010.03","57,578.99","7.26M","-0.02%"
"29-12-2021","57,806.49","57,892.31","58,097.07","57,684.58","5.28M","-0.16%"
"28-12-2021","57,897.48","57,751.21","57,952.48","57,650.29","5.45M","0.83%"
"27-12-2021","57,420.24","56,948.33","57,512.01","56,543.08","5.66M","0.52%"
"24-12-2021","57,124.31","57,567.11","57,623.69","56,813.42","6.41M","-0.33%"
"23-12-2021","57,315.28","57,251.15","57,490.52","57,146.28","6.05M","0.68%"
"22-12-2021","56,930.56","56,599.47","56,989.01","56,471.03","6.08M","1.09%"
"21-12-2021","56,319.01","56,320.02","56,900.74","56,047.22","7.45M","0.89%"
"20-12-2021","55,822.01","56,517.26","56,538.15","55,132.68","13.33M","-2.09%"
"17-12-2021","57,011.74","58,021.63","58,062.28","56,950.98","8.57M","-1.54%"
"16-12-2021","57,901.14","58,243.43","58,337.20","57,683.11","5.20M","0.20%"
"15-12-2021","57,788.03","58,122.00","58,218.25","57,671.61","7.59M","-0.57%"
"14-12-2021","58,117.09","58,059.76","58,322.42","57,803.87","6.77M","-0.29%"
"13-12-2021","58,283.42","59,103.72","59,203.37","58,242.80","5.87M","-0.86%"
"10-12-2021","58,786.67","58,696.71","58,859.91","58,414.76","5.58M","-0.03%"
"09-12-2021","58,807.13","58,831.41","58,889.96","58,340.85","7.93M","0.27%"
"08-12-2021","58,649.68","58,158.56","58,702.65","58,122.27","13.41M","1.76%"
"07-12-2021","57,633.65","57,125.98","57,905.63","56,992.27","10.89M","1.56%"
"06-12-2021","56,747.14","57,778.01","57,781.46","56,687.62","7.24M","-1.65%"
"03-12-2021","57,696.46","58,555.58","58,757.09","57,640.57","8.48M","-1.31%"
"02-12-2021","58,461.29","57,781.48","58,513.93","57,680.41","8.15M","1.35%"
"01-12-2021","57,684.79","57,365.85","57,846.45","57,346.78","11.75M","1.09%"
"30-11-2021","57,064.87","57,272.08","58,183.77","56,867.51","8.06M","-0.34%"
"29-11-2021","57,260.58","57,028.04","57,626.51","56,382.93","8.36M","0.27%"
"26-11-2021","57,107.15","58,254.79","58,254.79","56,993.89","8.39M","-2.87%"
"25-11-2021","58,795.09","58,363.93","58,901.58","58,143.86","6.77M","0.78%"
"24-11-2021","58,340.99","58,839.32","58,968.12","58,143.44","8.75M","-0.55%"
"23-11-2021","58,664.33","57,983.95","58,834.95","57,718.34","11.97M","0.34%"
"22-11-2021","58,465.89","59,710.48","59,778.37","58,011.92","10.58M","-1.96%"
"18-11-2021","59,636.01","59,968.75","60,177.52","59,376.50","7.81M","-0.62%"
"17-11-2021","60,008.33","60,179.93","60,426.61","59,944.77","19.87M","-0.52%"
"16-11-2021","60,322.37","60,755.38","60,802.79","60,199.56","6.34M","-0.65%"
"15-11-2021","60,718.71","60,837.40","61,036.56","60,597.36","7.13M","0.05%"
"12-11-2021","60,686.69","60,248.04","60,750.72","59,997.96","6.90M","1.28%"
"11-11-2021","59,919.69","60,291.70","60,293.25","59,656.26","6.16M","-0.72%"
"10-11-2021","60,352.82","60,295.26","60,506.50","59,967.45","7.46M","-0.13%"
"09-11-2021","60,433.45","60,609.72","60,670.47","60,213.64","6.17M","-0.19%"
"08-11-2021","60,545.61","60,385.76","60,609.16","59,779.19","7.49M","0.80%"
"04-11-2021","60,067.62","60,207.97","60,207.97","60,011.46","1.84M","0.49%"
"03-11-2021","59,771.92","60,275.21","60,361.82","59,552.49","8.51M","-0.43%"
"02-11-2021","60,029.06","60,360.61","60,421.14","59,881.75","6.02M","-0.18%"
"01-11-2021","60,138.46","59,577.48","60,220.21","59,355.12","7.21M","1.40%"
"29-10-2021","59,306.93","59,857.33","60,132.81","59,089.37","8.96M","-1.13%"
"28-10-2021","59,984.70","61,081.00","61,081.00","59,777.58","8.60M","-1.89%"
"27-10-2021","61,143.33","61,499.70","61,576.85","60,989.39","8.91M","-0.34%"
"26-10-2021","61,350.26","60,997.90","61,497.71","60,791.29","6.73M","0.63%"
"25-10-2021","60,967.05","61,398.75","61,404.99","60,449.68","10.53M","0.24%"
"22-10-2021","60,821.62","61,044.54","61,420.13","60,551.15","9.39M","-0.17%"
"21-10-2021","60,923.50","61,557.94","61,621.20","60,485.65","7.27M","-0.55%"
"20-10-2021","61,259.96","61,800.07","61,880.36","61,109.29","48.39M","-0.74%"
"19-10-2021","61,716.05","62,156.48","62,245.43","61,594.29","8.58M","-0.08%"
"18-10-2021","61,765.59","61,817.32","61,963.07","61,624.65","11.84M","0.75%"
"14-10-2021","61,305.95","61,088.82","61,353.25","60,978.04","12.60M","0.94%"
"13-10-2021","60,737.05","60,619.91","60,836.63","60,452.29","8.48M","0.75%"
"12-10-2021","60,284.31","60,045.75","60,331.74","59,885.39","6.49M","0.25%"
"11-10-2021","60,135.78","60,099.68","60,476.13","59,811.42","42.49M","0.13%"
"08-10-2021","60,059.06","59,960.39","60,212.30","59,830.93","5.66M","0.64%"
"07-10-2021","59,677.83","59,632.81","59,914.91","59,597.06","5.69M","0.82%"
"06-10-2021","59,189.73","59,942.00","59,963.57","59,079.86","6.95M","-0.93%"
"05-10-2021","59,744.88","59,320.14","59,778.87","59,127.04","12.92M","0.75%"
"04-10-2021","59,299.32","59,143.00","59,548.82","58,952.11","9.96M","0.91%"
"01-10-2021","58,765.58","58,889.77","58,890.08","58,551.14","10.19M","-0.61%"
"30-09-2021","59,126.36","59,549.57","59,557.24","59,019.28","8.91M","-0.48%"
"29-09-2021","59,413.27","59,296.54","59,678.66","59,111.41","16.07M","-0.43%"
"28-09-2021","59,667.60","60,285.89","60,288.44","59,045.53","21.06M","-0.68%"
"27-09-2021","60,077.88","60,303.79","60,412.32","59,887.19","6.23M","0.05%"
"24-09-2021","60,048.47","60,158.76","60,333.00","59,946.55","10.87M","0.27%"
"23-09-2021","59,885.36","59,358.18","59,957.25","59,243.15","44.59M","1.63%"
"22-09-2021","58,927.33","59,166.15","59,178.44","58,878.38","19.22M","-0.13%"
"21-09-2021","59,005.27","58,630.06","59,084.51","58,232.54","9.50M","0.88%"
"20-09-2021","58,490.93","58,634.69","59,202.56","58,389.69","17.40M","-0.89%"
"17-09-2021","59,015.89","59,409.98","59,737.32","58,871.73","13.14M","-0.21%"
"16-09-2021","59,141.16","58,881.04","59,204.29","58,700.50","24.66M","0.71%"
"15-09-2021","58,723.20","58,354.11","58,777.06","58,272.82","9.56M","0.82%"
"14-09-2021","58,247.09","58,482.62","58,482.62","58,214.29","6.71M","0.12%"
"13-09-2021","58,177.76","58,262.11","58,314.64","57,944.63","5.57M","-0.22%"
"09-09-2021","58,305.07","58,172.98","58,334.59","58,084.99","5.33M","0.09%"
"08-09-2021","58,250.26","58,350.56","58,372.94","57,924.48","5.29M","-0.05%"
"07-09-2021","58,279.48","58,418.69","58,553.07","58,005.07","7.45M","-0.03%"
"06-09-2021","58,296.91","58,411.62","58,515.85","58,200.29","5.63M","0.29%"
"03-09-2021","58,129.95","57,983.45","58,194.79","57,764.07","6.14M","0.48%"
"02-09-2021","57,852.54","57,423.65","57,892.37","57,287.79","5.06M","0.90%"
"01-09-2021","57,338.21","57,763.53","57,918.71","57,263.90","7.34M","-0.37%"
"31-08-2021","57,552.39","56,995.15","57,625.26","56,859.10","11.21M","1.16%"
"30-08-2021","56,889.76","56,329.25","56,958.27","56,309.86","6.58M","1.36%"
"27-08-2021","56,124.72","55,862.93","56,188.23","55,675.87","6.01M","0.31%"
"26-08-2021","55,949.10","55,988.41","56,112.39","55,854.07","8.35M","0.01%"
"25-08-2021","55,944.21","56,067.06","56,198.13","55,899.96","5.43M","-0.03%"
"24-08-2021","55,958.98","55,647.11","56,023.22","55,536.84","7.59M","0.73%"
"23-08-2021","55,555.79","55,695.84","55,781.17","55,240.29","7.53M","0.41%"
"20-08-2021","55,329.32","55,159.13","55,543.16","55,013.98","6.80M","-0.54%"
"18-08-2021","55,629.49","56,073.31","56,118.57","55,514.89","16.07M","-0.29%"
"17-08-2021","55,792.27","55,565.64","55,854.88","55,386.49","6.82M","0.38%"
"16-08-2021","55,582.58","55,479.74","55,680.75","55,281.02","5.99M","0.26%"
"13-08-2021","55,437.29","54,911.95","55,487.79","54,905.49","14.12M","1.08%"
"12-08-2021","54,843.98","54,641.22","54,874.10","54,536.65","9.33M","0.58%"
"11-08-2021","54,525.93","54,730.65","54,758.74","54,167.20","6.52M","-0.05%"
"10-08-2021","54,554.66","54,461.31","54,779.66","54,308.77","8.73M","0.28%"
"09-08-2021","54,402.85","54,385.71","54,584.73","54,124.27","11.47M","0.23%"
"06-08-2021","54,277.72","54,492.17","54,633.58","54,210.33","7.23M","-0.39%"
"05-08-2021","54,492.84","54,576.64","54,717.24","54,230.89","15.34M","0.23%"
"04-08-2021","54,369.77","54,071.22","54,465.91","54,034.31","14.59M","1.02%"
"03-08-2021","53,823.36","53,125.97","53,887.98","53,088.35","8.12M","1.65%"
"02-08-2021","52,950.63","52,901.28","52,986.77","52,804.08","7.88M","0.69%"
"30-07-2021","52,586.84","52,792.36","52,910.23","52,533.91","9.93M","-0.13%"
"29-07-2021","52,653.07","52,693.53","52,777.18","52,561.39","8.84M","0.40%"
"28-07-2021","52,443.71","52,673.69","52,673.69","51,802.73","8.02M","-0.26%"
"27-07-2021","52,578.76","52,995.72","53,024.70","52,433.18","6.33M","-0.52%"
"26-07-2021","52,852.27","52,985.26","53,103.42","52,783.63","20.89M","-0.23%"
"23-07-2021","52,975.80","52,967.87","53,114.70","52,653.77","12.06M","0.26%"
"22-07-2021","52,837.21","52,494.56","52,867.26","52,471.23","8.33M","1.22%"
"20-07-2021","52,198.51","52,432.88","52,465.03","52,013.51","7.98M","-0.68%"
"19-07-2021","52,553.40","52,606.99","52,821.17","52,405.89","23.78M","-1.10%"
"16-07-2021","53,140.06","53,244.40","53,290.81","52,997.09","6.73M","-0.04%"
"15-07-2021","53,158.85","52,968.89","53,266.12","52,948.43","8.09M","0.48%"
"14-07-2021","52,904.05","52,801.44","52,978.58","52,611.97","9.34M","0.25%"
"13-07-2021","52,769.73","52,694.89","52,806.86","52,545.68","7.94M","0.76%"
"12-07-2021","52,372.69","52,634.33","52,700.51","52,208.96","24.94M","-0.03%"
"09-07-2021","52,386.19","52,508.24","52,555.73","52,228.01","6.44M","-0.35%"
"08-07-2021","52,568.94","53,065.69","53,103.03","52,428.84","6.38M","-0.92%"
"07-07-2021","53,054.76","52,919.71","53,105.41","52,751.76","7.99M","0.37%"
"06-07-2021","52,861.18","52,874.85","53,129.37","52,804.18","6.96M","-0.04%"
"05-07-2021","52,880.00","52,682.89","52,919.17","52,604.35","7.56M","0.75%"
"02-07-2021","52,484.67","52,434.55","52,527.90","52,177.68","6.42M","0.32%"
"01-07-2021","52,318.60","52,638.50","52,638.50","52,281.01","5.78M","-0.31%"
"30-06-2021","52,482.71","52,651.09","52,875.92","52,448.64","9.53M","-0.13%"
"29-06-2021","52,549.66","52,795.76","52,816.42","52,477.77","9.16M","-0.35%"
"28-06-2021","52,735.59","53,126.73","53,126.73","52,673.50","6.22M","-0.36%"
"25-06-2021","52,925.04","52,877.16","52,973.07","52,614.49","10.68M","0.43%"
"24-06-2021","52,699.00","52,514.57","52,830.68","52,385.05","7.86M","0.75%"
"23-06-2021","52,306.08","52,912.35","52,912.35","52,264.12","13.60M","-0.54%"
"22-06-2021","52,588.71","52,885.04","53,057.11","52,520.55","7.73M","0.03%"
"21-06-2021","52,574.46","51,887.55","52,629.18","51,740.19","12.49M","0.44%"
"18-06-2021","52,344.45","52,568.07","52,586.41","51,601.11","11.84M","0.04%"
"17-06-2021","52,323.33","52,122.25","52,523.88","52,040.51","8.85M","-0.34%"
"16-06-2021","52,501.98","52,782.21","52,816.31","52,425.57","12.90M","-0.51%"
"15-06-2021","52,773.05","52,751.83","52,869.51","52,671.29","16.34M","0.42%"
"14-06-2021","52,551.53","52,492.34","52,590.92","51,936.31","9.88M","0.15%"
"11-06-2021","52,474.76","52,477.19","52,641.53","52,388.95","8.52M","0.33%"
"10-06-2021","52,300.47","52,143.90","52,346.35","51,957.92","8.64M","0.69%"
"09-06-2021","51,941.64","52,401.41","52,446.92","51,717.07","15.24M","-0.64%"
"08-06-2021","52,275.57","52,428.72","52,432.43","52,135.04","12.28M","-0.10%"
"07-06-2021","52,328.51","52,231.38","52,378.69","52,054.76","19.77M","0.44%"
"04-06-2021","52,100.05","52,367.52","52,389.02","51,952.70","16.74M","-0.25%"
"03-06-2021","52,232.43","52,121.58","52,273.23","51,942.20","15.00M","0.74%"
"02-06-2021","51,849.48","51,749.10","51,913.92","51,450.58","13.48M","-0.16%"
"01-06-2021","51,934.88","52,067.51","52,228.65","51,808.88","13.39M","0.00%"
"31-05-2021","51,937.44","51,476.22","52,013.22","51,179.94","15.31M","1.00%"
"28-05-2021","51,422.88","51,381.27","51,529.32","51,258.69","15.22M","0.60%"
"27-05-2021","51,115.22","51,128.80","51,282.90","50,891.66","12.27M","0.19%"
"26-05-2021","51,017.52","50,899.58","51,072.61","50,620.45","9.39M","0.75%"
"25-05-2021","50,637.53","50,922.32","50,961.35","50,474.34","10.83M","-0.03%"
"24-05-2021","50,651.90","50,727.28","50,857.59","50,465.90","16.76M","0.22%"
"21-05-2021","50,540.48","49,833.98","50,591.12","49,832.72","18.11M","1.97%"
"20-05-2021","49,564.86","49,971.52","50,099.17","49,496.78","8.32M","-0.68%"
"19-05-2021","49,902.64","50,088.81","50,279.01","49,831.40","13.31M","-0.58%"
"18-05-2021","50,193.33","49,986.68","50,313.25","49,959.20","14.39M","1.24%"
"17-05-2021","49,580.73","48,990.70","49,628.42","48,923.13","20.60M","1.74%"
"14-05-2021","48,732.55","48,898.93","48,898.93","48,473.43","18.17M","0.09%"
"12-05-2021","48,690.80","49,171.28","49,171.28","48,550.72","17.42M","-0.96%"
"11-05-2021","49,161.81","49,066.45","49,304.47","48,988.18","14.97M","-0.69%"
"10-05-2021","49,502.41","49,496.05","49,617.47","49,412.05","12.24M","0.60%"
"07-05-2021","49,206.47","49,169.14","49,417.64","49,036.38","9.23M","0.52%"
"06-05-2021","48,949.76","48,877.78","49,011.31","48,614.11","9.52M","0.56%"
"05-05-2021","48,677.55","48,569.12","48,742.72","48,254.32","12.72M","0.88%"
"04-05-2021","48,253.51","48,881.63","48,996.53","48,149.45","13.20M","-0.95%"
"03-05-2021","48,718.52","48,356.01","48,863.23","48,028.07","14.70M","-0.13%"
